Price,Close,High,Low,Open,Volume
Ticker,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
Date,INFY.NS,INFY.NS,INFY.NS,INFY.NS,INFY.NS
2018-05-11,464.33612060546875,465.29957673320223,458.55528782948886,461.01313305818604,3311706
2018-05-14,467.698486328125,468.5636286730661,460.10864082877663,465.7518440448209,4432094
2018-05-15,469.7630615234375,475.05232524749755,467.22653644751216,467.22653644751216,5611974
2018-05-16,467.9539794921875,471.1197028745177,465.8107579756813,466.8922097143332,6205004
2018-05-17,465.1815490722656,470.9033829790997,461.5046228425881,470.3331821858872,9519598
2018-05-18,465.299560546875,466.6170039474586,461.28837647509374,465.2209287042079,7139660
2018-05-21,463.84442138671875,467.34440161110916,460.10849768754633,463.86410334494065,8475320
2018-05-22,469.48760986328125,471.1196281929513,461.64218951389785,462.07476053983123,5636804
2018-05-23,465.96807861328125,474.9146340779031,464.63100138244704,469.9399463834314,9538442
2018-05-24,480.16455078125,482.7403912834219,471.1196820933149,471.1196820933149,9740570
2018-05-25,483.0353088378906,491.03804135538513,480.08589528072235,483.74313928874426,8901438
2018-05-28,477.5691833496094,484.7264096699471,474.2658296614569,484.0972108733445,5739794
2018-05-29,478.47357177734375,482.34717381324606,474.3443922710709,477.43148392482595,3388934
2018-05-30,476.5073547363281,483.21237577504127,474.1085073751476,478.59162670862685,6323066
2018-05-31,484.4117431640625,488.42292674215776,475.9370749514464,476.50727575257395,19720340
2018-06-01,480.08587646484375,490.0942002080035,478.67011960906797,483.8611160691016,4998356
2018-06-04,487.4005432128906,488.81625244443484,476.6253402756678,480.20395327909,4270156
2018-06-05,480.1056213378906,488.42297876565453,478.59159835571785,488.42297876565453,4710862
2018-06-06,486.6335754394531,488.24595998900384,479.7909741028757,481.8161997601475,4038184
2018-06-07,492.53240966796875,494.71499502440037,486.84989176487096,486.84989176487096,6676226
2018-06-08,495.521240234375,496.28806868216765,490.01566736468374,490.78249581247644,6459878
2018-06-11,496.4454650878906,499.4341955548189,493.5550484389849,497.6842287959342,5171290
2018-06-12,494.91168212890625,499.9256860598904,491.74595848429186,497.7627824033874,7839820
2018-06-13,501.32171630859375,504.9396447168013,498.17567490848904,498.17567490848904,5766928
2018-06-14,499.46844482421875,504.8269629866098,497.2122447700703,504.8269629866098,7598848
2018-06-15,516.2086791992188,520.3383486328124,497.57480492568595,498.3805940834603,19957760
2018-06-18,510.6285705566406,520.2375958893396,508.59393337447796,517.3166103557886,8214846
2018-06-19,500.2339172363281,509.01703904340593,498.8036709389048,508.85587136978205,7545700
2018-06-20,500.8584289550781,504.56503958124176,498.7835119406788,503.0139052164277,5371802
2018-06-21,502.22821044921875,506.2369914651159,497.9776533632179,501.98643437911505,5798790
2018-06-22,502.7519836425781,505.8341369657595,500.0727248928461,500.79795479764164,4343118
2018-06-25,512.6632690429688,515.2216893723476,505.2298825488708,506.4990105111857,7731178
2018-06-26,514.8388061523438,517.2763379247311,510.1652390700092,511.2731991153735,4483504
2018-06-27,511.676025390625,521.1238819349,509.9032797183343,517.2963841071748,6952142
2018-06-28,519.5730590820312,522.9573848138887,514.1944240128855,514.2145884229543,10996818
2018-06-29,526.663818359375,529.8064160128764,517.0145120521092,522.9773719961735,9966600
2018-07-02,537.7433471679688,539.8787079990583,529.4034494856438,529.4034494856438,4830144
2018-07-03,545.41845703125,547.0904791273239,536.5547775818039,536.6152215961604,8127452
2018-07-04,541.9738159179688,544.9754103057913,539.4154449514084,544.7336833733119,5025722
2018-07-05,517.3167724609375,542.7998611355125,510.9107371712701,542.7394170968263,17019902
2018-07-06,517.41748046875,524.5084168315977,511.2733367450603,519.8348484911852,11215356
2018-07-09,523.2997436523438,524.9717664054336,515.3224585220697,522.5543983329603,6644998
2018-07-10,524.3270263671875,529.9876658165508,521.4664846302759,527.1875681040991,5974488
2018-07-11,532.0020751953125,540.7247518148152,520.2778539280753,530.8337203755259,11899832
2018-07-12,521.4866943359375,534.6814944762709,517.498027357984,534.2785998154974,13272240
2018-07-13,530.773193359375,536.4942752550547,523.0980339068366,529.8062367791525,19496158
2018-07-16,536.9979858398438,557.7672193602774,518.8072872502948,530.7732847762649,35344680
2018-07-17,535.0037231445312,543.7062362447977,528.8796960136272,535.7289038803642,11161690
2018-07-18,532.848388671875,541.2487330706816,529.4036194208595,539.7983220318521,6919016
2018-07-19,530.4913330078125,536.6153608160371,527.4293436944366,533.0295888176285,5118864
2018-07-20,543.1422119140625,550.817373879021,532.3446659145186,534.2382509019901,11705738
2018-07-23,546.3048706054688,551.1597698295508,538.3678672768547,544.7739007537107,7675702
2018-07-24,554.84619140625,556.9613876109062,546.3249625740574,553.7382314895253,6172246
2018-07-25,557.50537109375,561.5544812664215,550.132380659815,555.5916218524164,6936922
2018-07-26,553.2750854492188,560.1847386246395,551.6433424224906,555.410446795125,7362218
2018-07-27,553.3555297851562,559.6205600471839,551.2806620862378,553.2548061422392,6493232
2018-07-30,544.3106079101562,553.1742891640596,543.1019241028058,551.9656053567091,6409970
2018-07-31,549.9913330078125,551.9655261126834,538.0858287235299,543.3234578034312,7943996
2018-08-01,545.5394897460938,551.3411330338007,544.3106414602892,549.4677123621099,4675706
2018-08-02,545.3782348632812,550.656143800566,543.9681038932414,547.775437839763,5940742
2018-08-03,549.5885009765625,550.434569780183,546.3250646303298,550.434569780183,3970390
2018-08-06,548.198486328125,553.9800133585193,542.9004130913489,550.374126762335,6178930
2018-08-07,551.1396484375,555.9743836378517,548.198547366168,553.5771804402652,7351528
2018-08-08,549.0444946289062,552.9727161094653,545.2371611741787,552.6907096244703,3992358
2018-08-09,555.9744262695312,559.8019252632993,553.4362196036008,553.4362196036008,6409524
2018-08-10,558.1903076171875,559.6206031293068,553.1944538890709,558.3313600733032,4779520
2018-08-13,567.5778198242188,568.0209940885852,555.4708163108356,560.023545381128,9979746
2018-08-14,567.3964233398438,573.9434598800646,565.6639570750765,569.6727382378875,6151320
2018-08-16,575.9579467773438,578.1134228701965,568.5849565433801,570.0756467657172,6626774
2018-08-17,576.2801513671875,579.221300956774,573.3188865610172,576.5017630198191,6390408
2018-08-20,557.7068481445312,567.2554304593195,553.375731209329,559.2177028893692,16101876
2018-08-21,557.5859985351562,562.4408984558783,553.4764930184547,560.0235306974719,8361482
2018-08-23,563.0048217773438,564.6566795014911,558.1499230551747,561.232076022531,7717182
2018-08-24,555.3095092773438,564.8178096454144,554.4231118680626,562.6421695081248,7053000
2018-08-27,570.2568969726562,572.0900374768307,556.5584836883293,557.2031050654176,7012950
2018-08-28,574.0038452148438,579.5235300539373,568.6856568320393,570.9821360924632,6496890
2018-08-29,568.1217041015625,577.5897278428147,566.1273953690795,577.5897278428147,5646496
2018-08-30,570.5792846679688,572.7348100166887,562.5012778458025,569.2094824407956,11507962
2018-08-31,580.611328125,585.9295657117973,572.5534370978501,574.16501530328,10875864
2018-09-03,577.8515625,591.4089752145401,576.1392605020045,583.7942576695136,10976328
2018-09-04,593.9876098632812,603.1332988641823,576.9451462748891,581.7798821375279,15370124
2018-09-05,588.1455078125,599.5473945348575,584.5194567142267,597.8552570282495,8658978
2018-09-06,585.9295654296875,592.6578847615327,583.471869322419,590.2807970733752,5598659
2018-09-07,590.4822998046875,592.3759338818768,583.2301972026557,591.7312631942992,6510605
2018-09-10,588.9110717773438,601.9245882371216,587.7427166741379,594.471037445698,5629871
2018-09-11,591.6909790039062,600.1114856853314,589.8376737450991,592.9802711876397,6963561
2018-09-12,598.620849609375,601.5216712179442,593.262331459091,599.8295334765243,4636617
2018-09-14,591.2074584960938,600.3128652740247,587.4605195973018,597.814938795805,7896514
2018-09-17,584.962646484375,596.2839742676223,583.8748016170337,592.2550284955437,5427054
2018-09-18,579.4429321289062,588.2260531429414,577.7507946623138,588.2260531429414,7729732
2018-09-19,579.9667358398438,585.8087071282617,574.68882678798,585.8087071282617,4849498
2018-09-21,568.3231201171875,578.0731990694799,557.6061334578325,575.2126080280965,14350769
2018-09-24,578.7581176757812,588.185861555663,569.2900941704692,569.2900941704692,8637881
2018-09-25,585.1641845703125,593.0609096725929,577.7509133631102,578.7581499624183,9602273
2018-09-26,578.435791015625,589.7168404683449,573.7219435954703,589.1931069669236,6599606
2018-09-27,584.0360107421875,588.8707460118769,578.1134797094061,581.7798107859599,14592616
2018-09-28,588.266357421875,591.8924085864004,576.3004082515279,580.973975471734,7490031
2018-10-01,601.6424560546875,608.2902161834658,590.6434150781232,594.2694660574568,8252398
2018-10-03,587.0174560546875,605.9132233988506,585.2447099063543,599.3460214793906,7792464
2018-10-04,569.8541259765625,588.0246624057708,566.066906940807,587.0174259165523,6173037
2018-10-05,583.874755859375,589.4347202617015,571.5461925992848,574.5276220732648,8543578
2018-10-08,575.6961669921875,587.1786643530546,571.5060528557866,584.2375137775056,7259306
2018-10-09,578.3551025390625,582.1020413712523,566.1877073062625,577.8313199731997,6777212
2018-10-10,564.4149169921875,580.0875229369552,560.3456923632963,580.0875229369552,8866251
2018-10-11,542.5780639648438,558.3312800162022,534.4798934483389,551.9655265339553,10985897
2018-10-12,546.9697265625,551.2001200747181,533.0295825394851,545.0358618943693,8909221
2018-10-15,563.0853881835938,568.0812902175438,549.1452472102924,554.8663298930901,6222176
2018-10-16,560.2249145507812,575.2529020858235,555.5110676284426,572.1103046832861,11588963
2018-10-17,568.3633422851562,581.6185832892453,565.1401857701907,572.1102814063898,20360697
2018-10-19,550.7972412109375,554.1412863269414,546.3251206349549,553.5772240062154,10421001
2018-10-22,547.8964233398438,560.0638216301979,542.9407996624791,554.9470794441985,6672840
2018-10-23,529.8870849609375,549.5483658151878,526.4222004086629,544.6733498257042,9041701
2018-10-24,523.6018676757812,537.0585585746364,521.4665555789305,534.2382960764951,7058164
2018-10-25,528.4483642578125,534.6390304108576,518.2663148501475,523.7646215302866,8270469
2018-10-26,516.1077880859375,528.4077356882434,513.0939407233702,525.6381978924801,5464141
2018-10-29,525.190185546875,529.9146472221893,514.3972115903088,516.189262492544,7137446
2018-10-30,537.2864379882812,540.7076170085178,519.2438737585728,522.217002768922,8793411
2018-10-31,559.1168823242188,564.4522678484144,540.0967785751158,540.789187969846,11947995
2018-11-01,543.0699462890625,561.8049223441848,537.2865108070329,561.8049223441848,5860244
2018-11-02,539.4451293945312,550.4824641144593,537.6937965168486,542.4590268105876,6654067
2018-11-05,542.4996948242188,544.6175416138907,535.1686178671348,540.4632845583621,5799426
2018-11-06,542.8662109375,549.8307234916523,538.1417494790544,544.0473387313722,6975525
2018-11-07,550.2380981445312,551.8672264884085,547.3871235427462,548.2016877146847,758956
2018-11-09,537.2049560546875,553.0889539971688,533.9467000664862,553.0889539971688,9694143
2018-11-12,541.033447265625,550.9711385329288,539.4857556972174,542.4996525995123,7118080
2018-11-13,542.25537109375,543.925217677842,534.5984481052125,540.4633199988741,4137808
2018-11-14,532.0732421875,542.2552927126854,521.7282689105028,542.2552927126854,7323026
2018-11-15,534.6798706054688,542.4996657200204,526.7785892544258,532.7248969683084,5513390
2018-11-16,530.1589965820312,539.6486877323691,524.7421754335104,537.5308410711052,8583785
2018-11-19,530.8513793945312,539.2413788194619,528.8556876110811,536.7976867704311,6018930
2018-11-20,522.4614868164062,534.3541040003244,521.402513604959,530.8514879571472,5384830
2018-11-21,504.2965087890625,521.3616330528698,498.5945612834396,521.3209147998084,14359086
